title,company,location,salary,experience,education,keyword,date,url
【北士科】SDET 測試開發工程師,沛思坦網路股份有限公司,台北市北投區,面議,,,SDET,20260917,https://www.104.com.tw/job/8vwj9
D4000  自動化測試工程師(SDET),富邦媒體科技股份有限公司(富邦momo),台北市內湖區,面議,,,SDET,20260917,https://www.104.com.tw/job/8yyl4
D4000 資深自動化測試工程師(Sr. SDET),富邦媒體科技股份有限公司(富邦momo),台北市內湖區,面議,,,SDET,20260917,https://www.104.com.tw/job/8yyo7
自動化測試軟韌體開發工程師_15613,和碩集團_和碩聯合科技股份有限公司,台北市北投區,面議,,,自動化測試,20260917,https://www.104.com.tw/job/916nv
軟韌體自動化測試開發工程師_15792,和碩集團_和碩聯合科技股份有限公司,台北市北投區,面議,,,自動化測試,20260917,https://www.104.com.tw/job/928e6
自動化測試軟體工程師_16152,和碩集團_和碩聯合科技股份有限公司,台北市北投區,面議,,,自動化測試,20260917,https://www.104.com.tw/job/94sn7
資深Java後端軟體工程師（非派遣、非駐點）,潤新資訊股份有限公司,台北市中山區,面議,,,軟體品質保證,20260917,https://www.104.com.tw/job/7wo7x
(新店) Back-end Developer | Backend + Cloud | 111655,HCL Technologies Taiwan_台灣愛渠西來技術股份有限公司,新北市新店區,面議,,,SDET,20260917,https://www.104.com.tw/job/91kim
Google 專案 | (新店) Python 整合開發工程師 | Backend + Cloud | 111655,HCL Technologies Taiwan_台灣愛渠西來技術股份有限公司,新北市新店區,面議,,,SDET,20260917,https://www.104.com.tw/job/8vq68
測試職務_請勿應徵_web_qa_API_C_P1_自動化測試新增職務_C1103785,104測試_APP公司(請勿應徵),新北市新店區,面議,,,自動化測試,20260917,https://www.104.com.tw/job/95yu7
